match_id,has_team_won,team_q_mmr_diff_sum,team_heroes_winrate_overall_mean,team_heroes_total_matches_played_sum,team_players_dire_winrate_all_time_mean,team_players_dire_games_played_all_time_mean,team_players_radiant_winrate_all_time_mean,team_players_radiant_games_played_all_time_mean,team_heroes_pick_confidence_score_allies_sum,team_heroes_pick_confidence_score_enemies_sum,team_heroes_pick_confidence_score_total_sum,team_players__time_played_all_matches_mean,team_players_winrate_over_time_mean,team_players_all_matches_played_number_mean,team_players_matches_abandonment_rate_mean,team_players_matches_lost_mean,team_players_matches_won_mean,team_players_match_rank_initial_mmr_mean,team_players_xpm_sum,team_players_gpm_sum,team_players_denies_sum,team_players_lasthits_sum,team_players_net_sum,team_players_assists_number_sum,team_player_deaths_number_sum,team_players_kills_number_sum,team_hero_lvls_mean,team_players_kda_average_all_matches_mean,team_heroes_pickrate_average_mean,team_heroes_winrate_average_mean,team_heroes_pickrate_for_rank_mean
7393139706,True,1078,0.30189359999999965,191,-3.4854223999999974,812.8,-2.7784002,754.5999999999999,4,1,5,3875959.3999999994,-3.6986227999999954,1411.3999999999999,-0.5711697229126866,757.9999999999999,653.4,215.5999999999999,333,311,12,-8,25677,28,-7,6,1.0,-1.2858787600000001,2.5607240000000004,0.982756000000002,1.3113399999999995
7393211000,True,-2310,6.930735200000001,-125,-1.872473399999997,451.80000000000007,-3.2359532000000044,443.0,4,-1,3,2350952.2,-3.8567715999999947,229.19999999999993,1.4519565347761896,155.40000000000003,73.80000000000007,-462.0,1006,676,15,69,29481,47,-22,21,3.1999999999999993,0.03561600000000009,3.3315519999999994,0.007631999999993866,3.4166799999999995
7393255102,False,-1848,-17.122663999999993,-550,0.2307362000000026,-266.60000000000014,-0.7607671999999965,-259.1999999999998,5,-3,2,-1224492.0,-1.023120200000001,-504.2000000000003,-0.9425662479805959,-220.20000000000005,-283.9999999999999,-369.60000000000036,-294,-601,-10,-493,-30929,-18,11,-11,-1.7999999999999972,0.4983223999999997,3.0604999999999993,-0.8268440000000012,3.368100000000002
7393260007,True,-616,-0.2735522000000046,-331,1.8847948000000088,-1913.0,1.2606229999999954,-1897.7999999999997,-5,1,-4,-9531824.6,1.745535199999999,-2234.6000000000004,1.9023711670198202,-1142.0,-1092.6,-123.19999999999982,1080,919,3,237,37682,69,-30,31,3.599999999999998,0.15990921999999985,-7.553596,0.8686120000000059,-7.977
7393332501,True,-2310,13.319439200000005,34,0.19080120000000278,243.19999999999993,-1.9493533999999926,191.60000000000002,1,2,3,1081690.8000000003,-1.057567800000001,424.79999999999995,0.2505455292401012,222.39999999999998,202.4000000000001,-462.0,1506,814,21,315,35700,47,-28,29,5.0,-0.18371229999999983,-3.7797320000000028,1.309987999999997,-1.9516200000000001
7393560310,False,-2310,1.4335352000000015,-603,0.3732182000000037,-75.40000000000009,1.490701399999999,-121.80000000000018,1,-1,0,-438058.4000000004,0.9459050000000033,-1294.4,1.3864647769180558,-672.3999999999999,-622.0,-462.0,-779,-602,-27,-154,-17366,-17,13,-12,-2.8000000000000007,-0.0507942400000001,-4.288196000000001,1.014000000000003,-4.8848400000000005
7393596207,False,-1848,-5.561589000000005,219,0.1548699999999954,614.2,0.6316491999999982,528.0,3,0,3,2996430.1999999993,0.4404565999999903,339.39999999999986,0.6430335894617815,145.60000000000002,193.79999999999995,-369.60000000000036,-168,-412,1,43,-29476,-14,4,-5,-1.0,-0.19328857999999993,6.030947999999999,1.4815520000000006,4.390980000000001
7393655006,False,-154,5.575119999999998,69,-0.6428963999999979,476.5999999999999,-1.8889381999999983,438.5999999999999,0,-1,-1,2292499.200000001,-0.8923148000000012,-1508.9999999999998,0.605119849578526,-708.8,-800.1999999999999,-30.799999999999727,-845,-617,-7,-401,-37047,-27,10,-11,-2.6000000000000014,0.41362624000000014,-3.0331840000000003,-0.28792800000000085,-2.329459999999999
7393710012,False,1694,-1.728223199999995,295,1.1488840000000025,-577.0,0.6882147999999901,-539.0,-3,-3,-6,-2865873.2,1.1912464000000043,-353.5999999999999,0.01975053388998038,-195.20000000000005,-158.39999999999998,338.8000000000002,-254,-139,-15,-299,-6417,32,-10,9,-1.4000000000000021,-0.1905820600000001,2.574743999999999,2.5433920000000043,2.7923
7393738204,True,308,12.985068400000003,1040,-0.47459760000000273,714.9999999999998,0.14286620000000028,757.8000000000002,7,-1,6,3172107.4000000004,0.7554435999999924,1851.8000000000002,-0.41867215310098915,916.5999999999999,935.1999999999999,61.59999999999991,1227,1004,21,168,40046,55,-27,27,4.600000000000001,0.29283734000000017,0.0810279999999981,-0.3095600000000047,1.14616
7393778309,True,-3542,0.23974199999999968,-321,-1.872823799999999,-485.20000000000005,0.9958991999999967,-404.79999999999995,8,0,8,-2260632.1999999993,-4.3435214,-582.4000000000001,0.3663163125028328,-270.79999999999995,-311.59999999999997,-708.4000000000001,872,662,-10,113,27689,47,-15,16,3.0,-0.20361484000000019,2.9598000000000013,2.141604000000008,3.0963399999999996
7393822010,False,-4466,-10.538696399999992,98,0.1810204000000013,1086.0,-0.5549674000000095,985.1999999999998,0,-2,-2,5345633.199999999,-1.5220079999999996,1657.0,1.1786264853027035,845.0,812.0000000000001,-893.2,-1009,-1127,-8,-221,-39621,-72,37,-36,-4.0,-0.5781436599999998,-4.386939999999999,-2.15784,-4.517339999999999
7393835804,False,-462,3.8750056000000015,89,3.175246400000006,-952.8000000000002,-0.47517619999999994,-976.6000000000001,-5,5,0,-4865950.0,1.5967681999999996,-181.0,-1.3688155078316764,-114.0,-67.0,-92.39999999999964,-1162,-835,-40,-157,-33703,-53,27,-29,-3.6000000000000014,0.35146511999999985,2.528196000000001,0.7684640000000016,2.850900000000001
7393896812,False,-1848,-14.307955199999995,-173,-0.3034194000000028,-551.5999999999999,-0.6613971999999961,-570.8,0,0,0,-2797799.2,-1.0770489999999953,-1170.1999999999998,0.6805881702673651,-592.2,-578.0,-369.5999999999999,-981,-502,0,44,-23495,-16,15,-15,-3.1999999999999993,0.12523095999999967,-3.419136,1.6062519999999978,-3.2165800000000004
7393956511,False,2156,-4.724600199999998,305,2.0253417999999996,102.59999999999991,1.9653743999999946,71.60000000000014,6,5,11,233145.19999999925,2.101090400000004,246.0,-0.40683999318006814,81.59999999999991,164.39999999999998,431.1999999999998,-877,-488,40,-45,-26805,-17,11,-9,-3.200000000000003,-0.6468281399999998,-0.7132599999999982,-0.5426839999999942,-1.3099399999999992
7394066017,False,154,-9.7506572,300,0.9152450000000059,28.600000000000136,-1.6524989999999988,28.40000000000009,-1,0,-1,-6419.799999999814,-0.5406498000000042,145.60000000000014,-0.01826893967256138,81.0,64.60000000000002,30.800000000000182,-928,-754,-24,-160,-26814,-18,5,-7,-3.0,-0.1974290200000004,8.937567999999999,2.120599999999996,8.948680000000001
7394104718,False,-462,-2.2629790000000014,232,4.336658400000005,-603.0,2.252167400000012,-613.8,1,2,3,-3030193.5999999996,3.233648600000002,-300.8000000000002,-0.3984150549552379,-174.39999999999998,-126.39999999999998,-92.40000000000009,-416,-434,-7,114,-24064,-62,19,-20,-1.8000000000000007,0.7033139999999998,4.452903999999999,1.5496520000000018,4.845999999999998
